,ftm,home,opponent,Age_x,#days_x,BA,OBP,SLG,OPS,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,throws,bats,opp_hand,VAL
2582,Atlanta Braves,1,Milwaukee Brewers,24.0,0.0,0.271,0.35100000000000003,0.449,0.8,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,S,True,24.0
2583,Detroit Tigers,1,Minnesota Twins,24.0,0.0,0.23,0.322,0.409,0.731,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,S,True,4.0
2584,Oakland Athletics,0,Los Angeles Angels,29.0,0.0,0.24600000000000002,0.321,0.434,0.755,4.53,0.0,241.0,900.0,63%,19%,12%,41%,28%,9%,1.365,0.306,9.5,2.57,R,R,False,3.0
2585,Oakland Athletics,0,Los Angeles Angels,29.0,0.0,0.24600000000000002,0.321,0.434,0.755,4.53,0.0,241.0,900.0,63%,19%,12%,41%,28%,9%,1.365,0.306,9.5,2.57,R,R,False,3.0
2586,St. Louis Cardinals,0,Kansas City Royals,32.0,0.0,0.267,0.38,0.569,0.9490000000000001,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,L,True,16.0
2587,Detroit Tigers,1,Minnesota Twins,26.0,0.0,0.294,0.34700000000000003,0.496,0.843,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,,True,0.0
2588,Miami Marlins,1,New York Mets,28.0,0.0,0.285,0.337,0.402,0.7390000000000001,3.63,0.0,608.0,2387.0,66%,16%,12%,44%,26%,8%,1.21,0.3,9.0,3.11,R,R,False,0.0
2589,Minnesota Twins,0,Detroit Tigers,25.0,1.0,0.272,0.31,0.46299999999999997,0.773,4.18,0.0,402.0,1495.0,67%,18%,10%,36%,28%,10%,1.268,0.303,7.9,4.88,R,L,True,10.0
2590,Pittsburgh Pirates,0,San Francisco Giants,32.0,0.0,0.259,0.391,0.452,0.8420000000000001,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,30.0
2591,Oakland Athletics,0,Los Angeles Angels,25.0,0.0,0.273,0.359,0.506,0.865,4.53,0.0,241.0,900.0,63%,19%,12%,41%,28%,9%,1.365,0.306,9.5,2.57,R,R,False,19.0
2592,Oakland Athletics,0,Los Angeles Angels,25.0,0.0,0.273,0.359,0.506,0.865,4.53,0.0,241.0,900.0,63%,19%,12%,41%,28%,9%,1.365,0.306,9.5,2.57,R,R,False,19.0
2593,Tampa Bay Rays,0,Toronto Blue Jays,27.0,0.0,0.263,0.341,0.474,0.815,1.59,0.0,42.0,183.0,61%,16%,13%,41%,26%,15%,0.618,0.14300000000000002,7.1,3.0,L,L,False,14.0
2594,Texas Rangers,0,New York Yankees,35.0,0.0,0.281,0.392,0.479,0.87,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,L,True,12.0
2595,New York Mets,0,Miami Marlins,25.0,0.0,0.235,0.34600000000000003,0.40700000000000003,0.752,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,L,True,9.0
2596,Chicago Cubs,1,Washington Nationals,26.0,0.0,0.267,0.358,0.41700000000000004,0.775,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,R,False,0.0
2597,Houston Astros,1,Seattle Mariners,23.0,0.0,0.256,0.34,0.452,0.792,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,2.0
2598,Los Angeles Angels,1,Oakland Athletics,26.0,2.0,0.145,0.242,0.23600000000000002,0.478,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,S,True,0.0
2599,Los Angeles Angels,1,Oakland Athletics,26.0,2.0,0.145,0.242,0.23600000000000002,0.478,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,S,True,0.0
2600,San Francisco Giants,1,Pittsburgh Pirates,31.0,0.0,0.264,0.33299999999999996,0.408,0.741,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,L,True,13.0
2601,Seattle Mariners,0,Houston Astros,37.0,2.0,0.265,0.35,0.537,0.887,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,R,False,14.0
2602,San Francisco Giants,1,Pittsburgh Pirates,31.0,2.0,0.26899999999999996,0.306,0.46299999999999997,0.768,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,R,True,0.0
2603,Colorado Rockies,1,Los Angeles Dodgers,24.0,0.0,0.281,0.32899999999999996,0.5,0.8290000000000001,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,L,False,0.0
2604,Baltimore Orioles,1,Boston Red Sox,32.0,0.0,0.16899999999999998,0.245,0.317,0.563,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,L,True,21.0
2605,Oakland Athletics,0,Los Angeles Angels,30.0,0.0,0.259,0.33399999999999996,0.5720000000000001,0.9059999999999999,4.53,0.0,241.0,900.0,63%,19%,12%,41%,28%,9%,1.365,0.306,9.5,2.57,R,R,False,18.0
2606,Oakland Athletics,0,Los Angeles Angels,30.0,0.0,0.259,0.33399999999999996,0.5720000000000001,0.9059999999999999,4.53,0.0,241.0,900.0,63%,19%,12%,41%,28%,9%,1.365,0.306,9.5,2.57,R,R,False,18.0
2607,Cleveland Indians,0,Chicago White Sox,37.0,5.0,0.24600000000000002,0.293,0.309,0.601,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,R,True,3.0
2608,St. Louis Cardinals,0,Kansas City Royals,24.0,0.0,0.233,0.311,0.428,0.7390000000000001,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,R,False,14.0
2609,Chicago White Sox,1,Cleveland Indians,25.0,0.0,0.228,0.321,0.413,0.733,4.59,0.0,138.0,567.0,67%,16%,15%,34%,21%,15%,1.17,0.247,11.1,3.42,R,L,True,0.0
2610,Arizona D'Backs,0,Cincinnati Reds,31.0,0.0,0.257,0.375,0.465,0.84,2.37,0.0,227.0,896.0,67%,17%,16%,38%,28%,9%,1.018,0.245,9.6,4.07,R,L,True,0.0
2611,Cincinnati Reds,1,Arizona D'Backs,28.0,1.0,0.188,0.188,0.281,0.469,3.74,0.0,195.0,824.0,60%,18%,11%,48%,21%,7%,1.431,0.308,11.4,2.04,L,R,True,5.0
2612,Colorado Rockies,1,Los Angeles Dodgers,32.0,0.0,0.23199999999999998,0.3,0.436,0.736,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,R,True,8.0
2613,Boston Red Sox,0,Baltimore Orioles,21.0,9.0,0.242,0.298,0.42200000000000004,0.7190000000000001,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,L,False,4.0
2614,Toronto Blue Jays,1,Tampa Bay Rays,27.0,0.0,0.255,0.293,0.455,0.748,2.07,0.0,544.0,2251.0,62%,17%,14%,44%,24%,5%,1.0070000000000001,0.237,10.4,3.14,L,R,True,0.0
2615,Pittsburgh Pirates,0,San Francisco Giants,27.0,0.0,0.28600000000000003,0.33899999999999997,0.45799999999999996,0.797,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,0.0
2616,Pittsburgh Pirates,0,San Francisco Giants,29.0,0.0,0.304,0.33399999999999996,0.475,0.809,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,L,False,5.0
2617,Miami Marlins,1,New York Mets,28.0,0.0,0.27,0.33299999999999996,0.43200000000000005,0.765,3.63,0.0,608.0,2387.0,66%,16%,12%,44%,26%,8%,1.21,0.3,9.0,3.11,R,L,True,2.0
2618,Washington Nationals,0,Chicago Cubs,26.0,0.0,0.24,0.299,0.35600000000000004,0.655,3.13,0.0,197.0,874.0,64%,15%,11%,37%,30%,7%,1.37,0.282,11.7,2.0,L,S,True,0.0
2619,Los Angeles Dodgers,0,Colorado Rockies,31.0,0.0,0.23,0.32,0.41200000000000003,0.732,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,R,False,2.0
2620,Kansas City Royals,1,St. Louis Cardinals,26.0,0.0,0.217,0.275,0.349,0.624,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,R,True,0.0
2621,Kansas City Royals,1,St. Louis Cardinals,32.0,0.0,0.23199999999999998,0.303,0.386,0.6890000000000001,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,L,False,6.0
2622,San Francisco Giants,1,Pittsburgh Pirates,24.0,0.0,0.25,0.297,0.359,0.6559999999999999,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,L,True,15.0
2623,Washington Nationals,0,Chicago Cubs,29.0,0.0,0.28800000000000003,0.371,0.389,0.759,3.13,0.0,197.0,874.0,64%,15%,11%,37%,30%,7%,1.37,0.282,11.7,2.0,L,L,False,13.0
2624,Philadelphia Phillies,0,San Diego Padres,24.0,2.0,0.114,0.114,0.2,0.314,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,0.0
2625,Chicago White Sox,1,Cleveland Indians,26.0,0.0,0.233,0.275,0.34299999999999997,0.619,4.59,0.0,138.0,567.0,67%,16%,15%,34%,21%,15%,1.17,0.247,11.1,3.42,R,R,False,0.0
2626,Cincinnati Reds,1,Arizona D'Backs,25.0,0.0,0.297,0.35200000000000004,0.469,0.82,3.74,0.0,195.0,824.0,60%,18%,11%,48%,21%,7%,1.431,0.308,11.4,2.04,L,,True,2.0
2627,Arizona D'Backs,0,Cincinnati Reds,29.0,0.0,0.278,0.341,0.507,0.847,2.37,0.0,227.0,896.0,67%,17%,16%,38%,28%,9%,1.018,0.245,9.6,4.07,R,S,True,0.0
2628,Houston Astros,1,Seattle Mariners,24.0,9.0,0.165,0.209,0.392,0.602,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,L,True,0.0
2629,Atlanta Braves,1,Milwaukee Brewers,31.0,6.0,0.222,0.298,0.301,0.599,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,L,True,0.0
2630,Los Angeles Angels,1,Oakland Athletics,24.0,0.0,0.276,0.321,0.377,0.698,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,8.0
2631,Los Angeles Angels,1,Oakland Athletics,24.0,0.0,0.276,0.321,0.377,0.698,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,8.0
2632,New York Mets,0,Miami Marlins,26.0,0.0,0.278,0.331,0.444,0.775,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,R,False,8.0
2633,Atlanta Braves,1,Milwaukee Brewers,32.0,0.0,0.21899999999999997,0.35100000000000003,0.332,0.6829999999999999,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,R,False,3.0
2634,Minnesota Twins,0,Detroit Tigers,31.0,0.0,0.249,0.312,0.32299999999999995,0.635,4.18,0.0,402.0,1495.0,67%,18%,10%,36%,28%,10%,1.268,0.303,7.9,4.88,R,R,False,8.0
2635,Philadelphia Phillies,0,San Diego Padres,25.0,0.0,0.276,0.32,0.48200000000000004,0.8029999999999999,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,6.0
2636,Pittsburgh Pirates,0,San Francisco Giants,26.0,0.0,0.276,0.345,0.43,0.774,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,L,False,5.0
2637,New York Mets,0,Miami Marlins,32.0,0.0,0.233,0.31,0.413,0.723,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,R,False,10.0
2638,Atlanta Braves,1,Milwaukee Brewers,28.0,0.0,0.316,0.4,0.521,0.9209999999999999,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,L,True,11.0
2639,Pittsburgh Pirates,0,San Francisco Giants,35.0,0.0,0.28300000000000003,0.337,0.447,0.784,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,12.0
2640,San Diego Padres,1,Philadelphia Phillies,28.0,0.0,0.239,0.29600000000000004,0.374,0.67,4.3,0.0,168.0,667.0,66%,19%,12%,56%,18%,10%,1.4869999999999999,0.33299999999999996,9.8,2.56,L,S,True,13.0
2641,St. Louis Cardinals,0,Kansas City Royals,25.0,11.0,0.091,0.091,0.091,0.182,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,R,False,3.0
2642,Chicago White Sox,1,Cleveland Indians,27.0,0.0,0.23199999999999998,0.262,0.44,0.7020000000000001,4.59,0.0,138.0,567.0,67%,16%,15%,34%,21%,15%,1.17,0.247,11.1,3.42,R,R,False,0.0
2643,New York Yankees,1,Texas Rangers,34.0,0.0,0.242,0.335,0.36700000000000005,0.7020000000000001,4.4,0.0,526.0,2112.0,65%,16%,10%,36%,26%,11%,1.124,0.264,7.3,3.71,L,L,False,14.0
2644,Minnesota Twins,0,Detroit Tigers,27.0,0.0,0.26,0.332,0.413,0.746,4.18,0.0,402.0,1495.0,67%,18%,10%,36%,28%,10%,1.268,0.303,7.9,4.88,R,R,False,5.0
2645,Houston Astros,1,Seattle Mariners,31.0,3.0,0.23199999999999998,0.29,0.48200000000000004,0.772,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,0.0
2646,Atlanta Braves,1,Milwaukee Brewers,27.0,3.0,0.083,0.214,0.083,0.298,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,L,True,2.0
2647,Cincinnati Reds,1,Arizona D'Backs,28.0,0.0,0.31,0.358,0.489,0.847,3.74,0.0,195.0,824.0,60%,18%,11%,48%,21%,7%,1.431,0.308,11.4,2.04,L,L,False,3.0
2648,Detroit Tigers,1,Minnesota Twins,25.0,1.0,0.095,0.17,0.11900000000000001,0.289,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,L,True,6.0
2649,Arizona D'Backs,0,Cincinnati Reds,30.0,0.0,0.295,0.39899999999999997,0.55,0.9490000000000001,2.37,0.0,227.0,896.0,67%,17%,16%,38%,28%,9%,1.018,0.245,9.6,4.07,R,R,False,8.0
2650,Cleveland Indians,0,Chicago White Sox,30.0,0.0,0.259,0.312,0.435,0.747,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,R,True,0.0
2651,Tampa Bay Rays,0,Toronto Blue Jays,32.0,0.0,0.218,0.309,0.35,0.659,1.59,0.0,42.0,183.0,61%,16%,13%,41%,26%,15%,0.618,0.14300000000000002,7.1,3.0,L,R,True,0.0
2652,Colorado Rockies,1,Los Angeles Dodgers,32.0,0.0,0.28600000000000003,0.342,0.48,0.821,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,L,False,12.0
2653,Houston Astros,1,Seattle Mariners,29.0,0.0,0.24600000000000002,0.324,0.40700000000000003,0.731,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,S,True,9.0
2654,Detroit Tigers,1,Minnesota Twins,26.0,0.0,0.228,0.301,0.42100000000000004,0.722,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,S,True,16.0
2655,Seattle Mariners,0,Houston Astros,30.0,0.0,0.272,0.295,0.34,0.636,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,L,True,4.0
2656,Los Angeles Dodgers,0,Colorado Rockies,29.0,0.0,0.247,0.354,0.48,0.8340000000000001,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,S,True,5.0
2657,Colorado Rockies,1,Los Angeles Dodgers,26.0,2.0,0.068,0.109,0.091,0.2,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,R,True,0.0
2658,New York Yankees,1,Texas Rangers,28.0,5.0,0.27,0.33299999999999996,0.48200000000000004,0.816,4.4,0.0,526.0,2112.0,65%,16%,10%,36%,26%,11%,1.124,0.264,7.3,3.71,L,L,False,13.0
2659,Toronto Blue Jays,1,Tampa Bay Rays,26.0,0.0,0.228,0.287,0.45299999999999996,0.74,2.07,0.0,544.0,2251.0,62%,17%,14%,44%,24%,5%,1.0070000000000001,0.237,10.4,3.14,L,R,True,3.0
2660,Houston Astros,1,Seattle Mariners,34.0,0.0,0.282,0.313,0.406,0.7190000000000001,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,0.0
2661,Cleveland Indians,0,Chicago White Sox,32.0,1.0,0.191,0.285,0.36200000000000004,0.647,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,R,True,0.0
2662,Texas Rangers,0,New York Yankees,23.0,0.0,0.23600000000000002,0.314,0.419,0.733,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,L,True,42.0
2663,St. Louis Cardinals,0,Kansas City Royals,29.0,0.0,0.262,0.34299999999999997,0.433,0.7759999999999999,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,R,False,7.0
2664,Cincinnati Reds,1,Arizona D'Backs,27.0,0.0,0.23600000000000002,0.301,0.318,0.619,3.74,0.0,195.0,824.0,60%,18%,11%,48%,21%,7%,1.431,0.308,11.4,2.04,L,S,True,5.0
2665,Seattle Mariners,0,Houston Astros,27.0,0.0,0.28,0.36700000000000005,0.48100000000000004,0.847,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,R,False,14.0
2666,San Francisco Giants,1,Pittsburgh Pirates,25.0,0.0,0.272,0.292,0.44799999999999995,0.74,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,S,True,24.0
2667,Chicago Cubs,1,Washington Nationals,23.0,0.0,0.23800000000000002,0.359,0.414,0.772,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,S,True,3.0
2668,Washington Nationals,0,Chicago Cubs,25.0,0.0,0.247,0.377,0.506,0.883,3.13,0.0,197.0,874.0,64%,15%,11%,37%,30%,7%,1.37,0.282,11.7,2.0,L,L,False,5.0
2669,Pittsburgh Pirates,0,San Francisco Giants,30.0,0.0,0.257,0.298,0.363,0.6609999999999999,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,3.0
2670,Seattle Mariners,0,Houston Astros,26.0,2.0,0.24600000000000002,0.27699999999999997,0.449,0.726,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,R,False,0.0
2671,Pittsburgh Pirates,0,San Francisco Giants,29.0,0.0,0.258,0.292,0.345,0.637,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,17.0
2672,San Diego Padres,1,Philadelphia Phillies,25.0,0.0,0.23399999999999999,0.29100000000000004,0.413,0.7040000000000001,4.3,0.0,168.0,667.0,66%,19%,12%,56%,18%,10%,1.4869999999999999,0.33299999999999996,9.8,2.56,L,R,True,24.0
2673,Washington Nationals,0,Chicago Cubs,31.0,9.0,0.067,0.067,0.1,0.16699999999999998,3.13,0.0,197.0,874.0,64%,15%,11%,37%,30%,7%,1.37,0.282,11.7,2.0,L,R,True,0.0
2675,Philadelphia Phillies,0,San Diego Padres,28.0,0.0,0.261,0.366,0.369,0.735,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,S,True,5.0
2676,Toronto Blue Jays,1,Tampa Bay Rays,25.0,2.0,0.239,0.298,0.475,0.773,2.07,0.0,544.0,2251.0,62%,17%,14%,44%,24%,5%,1.0070000000000001,0.237,10.4,3.14,L,R,True,0.0
2677,Philadelphia Phillies,0,San Diego Padres,26.0,0.0,0.266,0.319,0.441,0.76,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,L,True,3.0
2678,Kansas City Royals,1,St. Louis Cardinals,25.0,1.0,0.23399999999999999,0.27699999999999997,0.312,0.589,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,S,True,4.0
2679,Chicago Cubs,1,Washington Nationals,28.0,2.0,0.27399999999999997,0.337,0.39799999999999996,0.735,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,L,True,7.0
2680,New York Yankees,1,Texas Rangers,28.0,0.0,0.245,0.364,0.45799999999999996,0.8220000000000001,4.4,0.0,526.0,2112.0,65%,16%,10%,36%,26%,11%,1.124,0.264,7.3,3.71,L,S,True,2.0
2681,San Francisco Giants,1,Pittsburgh Pirates,31.0,4.0,0.068,0.068,0.091,0.159,8.31,0.0,25.0,86.0,64%,16%,7%,58%,26%,0%,2.7689999999999997,0.474,6.2,1.0,,S,True,5.0
2682,Pittsburgh Pirates,0,San Francisco Giants,25.0,14.0,0.0,0.0,0.0,0.0,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,0.0
2683,Boston Red Sox,0,Baltimore Orioles,30.0,1.0,0.265,0.34700000000000003,0.364,0.71,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,L,False,32.0
2684,Philadelphia Phillies,0,San Diego Padres,25.0,0.0,0.252,0.361,0.49200000000000005,0.853,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,0.0
2685,San Diego Padres,1,Philadelphia Phillies,28.0,0.0,0.255,0.319,0.396,0.7140000000000001,4.3,0.0,168.0,667.0,66%,19%,12%,56%,18%,10%,1.4869999999999999,0.33299999999999996,9.8,2.56,L,L,False,9.0
2686,Colorado Rockies,1,Los Angeles Dodgers,35.0,0.0,0.221,0.32899999999999996,0.379,0.708,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,R,True,11.0
2687,Detroit Tigers,1,Minnesota Twins,28.0,0.0,0.266,0.309,0.387,0.696,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,R,False,19.0
2688,Atlanta Braves,1,Milwaukee Brewers,27.0,0.0,0.25,0.307,0.35700000000000004,0.665,4.02,0.0,283.0,1238.0,61%,17%,11%,33%,23%,9%,1.125,0.23,11.2,2.26,R,L,True,16.0
2689,New York Mets,0,Miami Marlins,31.0,0.0,0.27399999999999997,0.33,0.363,0.693,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,R,False,17.0
2690,San Diego Padres,1,Philadelphia Phillies,27.0,1.0,0.257,0.33399999999999996,0.32899999999999996,0.6629999999999999,4.3,0.0,168.0,667.0,66%,19%,12%,56%,18%,10%,1.4869999999999999,0.33299999999999996,9.8,2.56,L,L,False,0.0
2691,Baltimore Orioles,1,Boston Red Sox,32.0,0.0,0.28300000000000003,0.316,0.43,0.746,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,R,False,18.0
2692,Detroit Tigers,1,Minnesota Twins,26.0,12.0,0.204,0.261,0.359,0.619,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,R,False,10.0
2693,Baltimore Orioles,1,Boston Red Sox,32.0,3.0,0.215,0.258,0.337,0.595,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,R,False,7.0
2694,Houston Astros,1,Seattle Mariners,26.0,0.0,0.284,0.369,0.423,0.792,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,L,True,7.0
2695,Minnesota Twins,0,Detroit Tigers,25.0,0.0,0.233,0.32299999999999995,0.43799999999999994,0.7609999999999999,4.18,0.0,402.0,1495.0,67%,18%,10%,36%,28%,10%,1.268,0.303,7.9,4.88,R,L,True,0.0
2696,Washington Nationals,0,Chicago Cubs,27.0,1.0,0.20199999999999999,0.284,0.262,0.546,3.13,0.0,197.0,874.0,64%,15%,11%,37%,30%,7%,1.37,0.282,11.7,2.0,L,R,True,0.0
2697,Tampa Bay Rays,0,Toronto Blue Jays,28.0,0.0,0.193,0.256,0.307,0.563,1.59,0.0,42.0,183.0,61%,16%,13%,41%,26%,15%,0.618,0.14300000000000002,7.1,3.0,L,L,False,3.0
2698,Texas Rangers,0,New York Yankees,23.0,0.0,0.266,0.32799999999999996,0.374,0.7020000000000001,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,R,False,0.0
2699,Cleveland Indians,0,Chicago White Sox,31.0,0.0,0.218,0.307,0.34700000000000003,0.654,2.71,1.0,345.0,1331.0,61%,14%,10%,41%,20%,8%,1.0190000000000001,0.207,7.2,2.16,L,L,False,0.0
2700,Philadelphia Phillies,0,San Diego Padres,26.0,12.0,0.217,0.31,0.354,0.664,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,S,True,0.0
2701,Milwaukee Brewers,0,Atlanta Braves,38.0,0.0,0.261,0.295,0.377,0.6709999999999999,1.5,0.0,24.0,100.0,62%,20%,13%,30%,40%,10%,1.0,0.111,15.0,2.5,R,R,False,0.0
2702,Chicago Cubs,1,Washington Nationals,29.0,0.0,0.27,0.344,0.305,0.649,3.31,0.0,145.0,580.0,66%,15%,10%,39%,28%,8%,1.104,0.28,8.9,3.5,R,L,True,0.0
